道路编号	县区	道路等级	速度
3746	11县区	快速路	89.39235222
3747	科技县	次干路	38.04428905
3748	11县区	快速路	100.2212337
3749	10县区	支路	27.7833955
3750	科技县	支路	21.71548222
3751	09县区	次干路	45.24961679
3752	10县区	次干路	30.7728728
3753	10县区	支路	27.2950086
3754	11县区	支路	27.86097616
3755	科技县	次干路	30.87940509
3756	11县区	快速路	90.68758381
3757	科技县	主干路	55.54242357
3758	09县区	主干路	52.0540031
3759	11县区	支路	28.03920165
3760	10县区	次干路	34.2186239
3761	11县区	快速路	94.38401764
3762	科技县	主干路	64.45855992
3763	09县区	支路	22.06608392
3764	10县区	快速路	100.2590629
3765	11县区	快速路	80.72609067
3766	11县区	次干路	36.9564314
3767	09县区	主干路	68.67865795
3768	09县区	次干路	48.81228041
3769	科技县	次干路	38.07528978
3770	科技县	次干路	44.57747798
3771	科技县	次干路	45.75320976
3772	10县区	主干路	76.1043417
3773	科技县	支路	27.80346034
3774	10县区	支路	29.21006926
3775	10县区	快速路	111.8332624
3776	科技县	主干路	73.97205357
3777	科技县	支路	20.5175092
3778	10县区	次干路	36.51486133
3779	科技县	支路	20.89669844
3780	11县区	支路	23.74905405
3781	11县区	快速路	99.55422366
3782	11县区	主干路	66.51111485
3783	科技县	主干路	69.05604877
3784	09县区	主干路	76.62205529
3785	科技县	主干路	55.70415096
3786	10县区	主干路	55.94860584
3787	科技县	主干路	63.37588125
3788	11县区	支路	22.76878937
3789	09县区	支路	24.47547933
3790	科技县	次干路	41.16176889
3791	10县区	主干路	75.10867005
3792	11县区	支路	28.50265837
3793	科技县	支路	20.40358576
3794	科技县	支路	23.65191301
3795	11县区	次干路	42.81947044
3796	科技县	次干路	49.3263501
3797	09县区	主干路	61.30155876
3798	09县区	支路	25.23350632
3799	11县区	主干路	60.60981275
3800	科技县	快速路	84.8858268
3801	11县区	支路	21.84249743
3802	10县区	支路	22.18442618
3803	11县区	主干路	70.00823989
3804	11县区	支路	21.34561277
3805	10县区	次干路	48.26968454
3806	11县区	快速路	95.36149351
3807	10县区	支路	24.15318295
3808	10县区	快速路	99.03568024
3809	09县区	主干路	67.44945161
3810	11县区	主干路	76.59536237
3811	09县区	次干路	48.58466165
3812	科技县	主干路	58.66475103
3813	11县区	快速路	93.68528677
3814	09县区	主干路	57.55662793
3815	11县区	次干路	47.08438067
3816	10县区	支路	20.92418437
3817	11县区	主干路	74.09270786
3818	10县区	次干路	42.10967497
3819	科技县	主干路	59.20654117
3820	11县区	快速路	105.5280882
3821	10县区	次干路	46.59767448
3822	科技县	主干路	72.48278476
3823	11县区	快速路	101.1666791
3824	科技县	主干路	70.02400755
3825	09县区	主干路	55.09906833
3826	10县区	次干路	45.58197332
3827	科技县	快速路	87.69273214
3828	11县区	快速路	117.8831874
3829	科技县	主干路	66.12762548
3830	09县区	支路	23.12100097
3831	11县区	次干路	38.03851419
3832	10县区	快速路	97.11507091
3833	09县区	快速路	95.21670296
3834	11县区	支路	29.77370936
3835	10县区	次干路	43.50371737
3836	科技县	次干路	42.72328421
3837	11县区	次干路	48.61116854
3838	10县区	快速路	93.21584206
3839	科技县	支路	24.86644383
3840	09县区	主干路	62.00070793
3841	09县区	支路	21.90887918
3842	11县区	次干路	32.85140229
3843	10县区	快速路	89.33491482
3844	科技县	次干路	41.62928671
3845	科技县	支路	24.78582095
3846	科技县	支路	23.39119528
3847	科技县	支路	22.54640854
3848	科技县	快速路	105.480338
3849	11县区	次干路	38.9300438
3850	09县区	主干路	61.68942442
3851	10县区	快速路	96.13802035
3852	10县区	支路	22.11490977
3853	11县区	支路	22.72317895
3854	10县区	次干路	49.03264794
3855	09县区	次干路	43.61041627
3856	10县区	快速路	118.8438486
3857	11县区	主干路	69.14318504
3858	09县区	主干路	79.66112476
3859	10县区	主干路	52.55711654
3860	09县区	主干路	60.44029352
3861	10县区	主干路	72.67577409
3862	10县区	快速路	89.19288528
3863	科技县	支路	29.063074
3864	科技县	主干路	75.02898342
3865	09县区	快速路	89.98115337
3866	10县区	快速路	101.0741031
3867	11县区	主干路	52.74705411
3868	科技县	主干路	75.33359545
3869	09县区	支路	24.63838454
3870	科技县	快速路	95.84144156
3871	11县区	支路	24.3985051
3872	科技县	次干路	37.3548488
3873	科技县	快速路	104.0870287
3874	科技县	主干路	76.15937944
3875	11县区	次干路	42.90150444
3876	10县区	次干路	43.3397751
3877	09县区	次干路	38.92719169
3878	11县区	主干路	50.71314752
3879	科技县	次干路	48.40877373
3880	10县区	快速路	116.2701627
3881	10县区	快速路	108.0217661
3882	10县区	支路	27.61999152
3883	科技县	主干路	76.93033223
3884	11县区	主干路	62.01924401
3885	11县区	主干路	79.96366845
3886	09县区	主干路	68.79697542
3887	09县区	快速路	87.65514363
3888	科技县	主干路	58.34893339
3889	11县区	主干路	58.89017016
3890	科技县	支路	28.38159718
3891	11县区	次干路	49.56346868
3892	科技县	次干路	34.87547654
3893	科技县	支路	26.18324097
3894	11县区	支路	29.2275573
3895	科技县	主干路	61.0150104
3896	科技县	主干路	57.39348866
3897	科技县	快速路	80.68065136
3898	科技县	主干路	72.07525389
3899	09县区	支路	22.38533237
3900	11县区	支路	27.17187511
3901	11县区	快速路	107.6023717
3902	09县区	主干路	59.18206453
3903	10县区	支路	25.77668667
3904	09县区	支路	21.38582067
3905	11县区	次干路	45.56037708
3906	科技县	次干路	48.43988543
3907	09县区	次干路	49.75340453
3908	11县区	快速路	108.0244468
3909	10县区	支路	22.86917268
3910	科技县	次干路	38.37795655
3911	11县区	主干路	79.64550158
3912	09县区	快速路	107.0516143
3913	09县区	快速路	84.21919194
3914	09县区	快速路	93.62523827
3915	11县区	主干路	53.34527449
3916	09县区	次干路	35.50972521
3917	科技县	次干路	45.10530146
3918	09县区	主干路	68.61250209
3919	科技县	次干路	47.69971249
3920	09县区	快速路	115.6248513
3921	10县区	支路	25.68270046
3922	09县区	支路	28.35492504
3923	科技县	主干路	65.02940931
3924	科技县	支路	21.85409937
3925	11县区	主干路	79.10849298
3926	09县区	次干路	43.72465123
3927	11县区	次干路	47.75957428
3928	10县区	支路	24.99102704
3929	10县区	主干路	74.65199736
3930	09县区	快速路	99.03652195
3931	11县区	次干路	37.71066363
3932	11县区	快速路	104.1658381
3933	科技县	快速路	90.10050004
3934	11县区	支路	24.20492078
3935	11县区	次干路	43.34243084
3936	09县区	快速路	87.58327024
3937	11县区	快速路	96.86641865
3938	科技县	快速路	102.831018
3939	科技县	主干路	72.09250647
3940	10县区	支路	29.52799088
3941	11县区	支路	21.42371944
3942	11县区	快速路	101.2225061
3943	10县区	次干路	33.34685392
3944	10县区	快速路	87.43632328
3945	11县区	次干路	43.79909918
3946	10县区	支路	23.7720955
3947	11县区	主干路	79.88521814
3948	11县区	次干路	42.88310008
3949	09县区	主干路	70.33039698
3950	11县区	支路	24.78790953
3951	10县区	快速路	99.83806076
3952	科技县	次干路	34.65479055
3953	科技县	次干路	38.04269327
3954	科技县	次干路	39.80575615
3955	10县区	主干路	79.64246167
3956	09县区	快速路	92.99682276
3957	科技县	次干路	33.97525992
3958	09县区	快速路	83.49240961
3959	10县区	快速路	106.4439549
3960	科技县	快速路	92.62987339
3961	科技县	快速路	104.1911389
3962	11县区	支路	22.83907288
3963	10县区	支路	28.89091338
3964	11县区	快速路	115.8491556
3965	09县区	主干路	50.19504123
3966	科技县	主干路	56.42319523
3967	科技县	快速路	105.1160897
3968	09县区	次干路	44.08953012
3969	09县区	支路	27.34742827
3970	11县区	次干路	36.64300413
3971	11县区	主干路	71.44884949
3972	科技县	主干路	70.63068838
3973	科技县	快速路	112.2037646
3974	10县区	次干路	40.49345232
3975	10县区	主干路	51.7819802
3976	11县区	主干路	78.14269699
3977	科技县	快速路	95.52254802
3978	科技县	快速路	107.8986047
3979	科技县	支路	20.31949571
3980	09县区	主干路	75.04360188
3981	11县区	快速路	89.86194196
3982	09县区	支路	24.90762323
3983	09县区	快速路	104.5470021
3984	10县区	主干路	70.96846634
3985	科技县	主干路	78.45768322
3986	11县区	支路	21.32124434
3987	11县区	主干路	75.8599905
3988	科技县	支路	25.82674049
3989	科技县	支路	29.76767893
3990	11县区	支路	22.59237119
3991	11县区	支路	20.26609636
3992	科技县	主干路	62.61746342
3993	09县区	快速路	90.19316393
3994	10县区	支路	26.2644284
3995	科技县	快速路	87.70806556
3996	09县区	支路	29.315632
3997	10县区	次干路	33.30653433
3998	09县区	次干路	37.90984016
3999	科技县	支路	24.31205555
4000	10县区	支路	28.76887002
4001	10县区	快速路	102.4631524
4002	科技县	支路	29.3805252
4003	11县区	支路	23.50027511
4004	10县区	次干路	30.45349452
4005	11县区	次干路	36.22741849
4006	11县区	支路	25.32363272
4007	科技县	快速路	110.9190849
4008	10县区	快速路	93.83116057
4009	科技县	次干路	40.73570091
4010	09县区	主干路	70.88212603
4011	10县区	支路	26.76171024
4012	09县区	支路	28.81390393
4013	10县区	主干路	75.28885427
4014	10县区	支路	21.57388627
4015	科技县	快速路	106.5098547
4016	11县区	快速路	83.80841101
4017	09县区	快速路	85.0730105
4018	10县区	主干路	59.40452849
4019	10县区	支路	27.43996041
4020	科技县	支路	23.4358634
4021	科技县	快速路	112.3155608
4022	10县区	次干路	40.11023002
4023	10县区	快速路	80.66489292
4024	11县区	主干路	61.39071575
4025	09县区	快速路	108.6320806
4026	科技县	支路	23.78455938
4027	10县区	支路	22.2962579
4028	10县区	次干路	42.66305801
4029	11县区	主干路	79.43249338
4030	09县区	支路	25.06436997
4031	09县区	快速路	87.31557655
4032	11县区	支路	21.93442918
4033	09县区	次干路	44.24662283
4034	11县区	主干路	63.88110595
4035	10县区	次干路	47.37347729
4036	09县区	主干路	77.3441218
4037	09县区	支路	23.35630444
4038	10县区	次干路	42.30819082
4039	11县区	支路	26.05082174
4040	09县区	快速路	101.9776761
4041	09县区	主干路	68.86779152
4042	11县区	主干路	73.27863987
4043	11县区	快速路	111.3514389
4044	10县区	次干路	47.10224637
4045	科技县	快速路	81.95555882
4046	09县区	主干路	71.13696786
4047	11县区	主干路	53.96931671
4048	09县区	快速路	96.66669088
4049	11县区	快速路	89.33935262
4050	09县区	支路	24.03974929
4051	11县区	快速路	89.63183451
4052	科技县	快速路	115.9116876
4053	09县区	快速路	113.9140839
4054	10县区	次干路	36.05978851
4055	11县区	主干路	54.43263619
4056	09县区	主干路	64.02282652
4057	11县区	次干路	39.79877863
4058	11县区	主干路	76.85008142
4059	10县区	次干路	47.84555378
4060	10县区	次干路	48.83423678
4061	10县区	主干路	63.33730731
4062	11县区	快速路	99.47897815
4063	11县区	快速路	81.63471579
4064	10县区	次干路	32.12233206
4065	11县区	快速路	119.4211428
4066	10县区	主干路	71.98125312
4067	09县区	次干路	38.87025177
4068	11县区	主干路	67.39577176
4069	11县区	支路	21.37642688
4070	11县区	快速路	99.91226416
4071	09县区	快速路	119.3711766
4072	科技县	主干路	79.7669214
4073	科技县	支路	29.85310473
4074	10县区	支路	25.44718163
4075	09县区	次干路	36.46662237
4076	11县区	支路	25.41678919
4077	科技县	主干路	54.66329136
4078	科技县	主干路	57.15335483
4079	科技县	主干路	54.22164466
4080	09县区	次干路	43.62113
4081	09县区	支路	22.59972709
4082	09县区	主干路	68.03280336
4083	09县区	次干路	45.85963324
4084	科技县	次干路	33.20201046
4085	09县区	支路	23.55014539
4086	11县区	主干路	79.76405833
4087	科技县	次干路	34.14080368
4088	11县区	主干路	59.27096603
4089	10县区	主干路	68.84570056
4090	科技县	支路	23.28743087
4091	09县区	快速路	81.69025747
4092	09县区	主干路	76.8544354
4093	11县区	主干路	54.03220095
4094	科技县	次干路	32.87181361
4095	09县区	支路	24.13716869
4096	科技县	支路	28.57482508
4097	11县区	快速路	102.7469971
4098	10县区	次干路	30.15842432
4099	09县区	快速路	88.92777277
4100	11县区	支路	28.63019674
4101	10县区	快速路	90.23398317
4102	09县区	次干路	49.29844878
4103	09县区	次干路	36.57715037
4104	11县区	快速路	82.19175006
4105	11县区	快速路	90.62180405
4106	科技县	次干路	34.11450679
4107	10县区	支路	21.78739957
4108	科技县	支路	26.38283194
4109	11县区	快速路	87.26643804
4110	10县区	快速路	107.9356024
4111	科技县	次干路	43.89206748
4112	09县区	支路	25.19521554
4113	09县区	快速路	116.6038705
4114	11县区	支路	27.69527226
4115	11县区	次干路	30.20419661
4116	09县区	次干路	41.40689646
4117	10县区	主干路	66.78577404
4118	科技县	次干路	32.92093821
4119	科技县	快速路	97.59002722
4120	11县区	快速路	85.55705537
4121	10县区	快速路	89.57986078
4122	10县区	支路	26.61418157
4123	科技县	支路	27.55701296
4124	09县区	次干路	31.30794893
4125	09县区	次干路	34.92290436
4126	科技县	次干路	30.86302255
4127	10县区	支路	22.10468363
4128	10县区	快速路	96.35581868
4129	09县区	次干路	39.90577009
4130	11县区	支路	20.87926658
4131	科技县	次干路	38.49697611
4132	09县区	支路	29.81627707
4133	10县区	快速路	82.96067102
4134	09县区	主干路	78.90718761
4135	11县区	快速路	89.16101769
4136	科技县	支路	29.22808409
4137	11县区	次干路	35.23722824
4138	10县区	次干路	33.66770872
4139	科技县	次干路	39.06400241
4140	09县区	次干路	47.48826399
4141	科技县	次干路	48.7044834
4142	09县区	快速路	112.5525261
4143	09县区	次干路	48.03347879
4144	11县区	次干路	41.02083447
4145	10县区	次干路	46.12434463
4146	科技县	支路	25.80244901
4147	10县区	次干路	40.71054981
4148	科技县	主干路	79.95007745
4149	科技县	主干路	61.6679607
4150	科技县	支路	28.65751298
4151	科技县	次干路	47.7125419
4152	科技县	主干路	64.77683277
4153	10县区	快速路	114.3338435
4154	09县区	快速路	83.76239642
4155	11县区	次干路	32.63916399
4156	09县区	快速路	87.32667273
4157	科技县	主干路	78.64590262
4158	10县区	支路	27.65869791
4159	11县区	支路	25.53678113
4160	10县区	支路	26.82815514
4161	10县区	主干路	75.03420014
4162	09县区	次干路	40.19128686
4163	10县区	主干路	66.7070197
4164	10县区	快速路	96.49108118
4165	科技县	次干路	36.02652247
4166	科技县	次干路	49.7657486
4167	09县区	快速路	81.80929098
4168	10县区	主干路	65.40558735
4169	10县区	支路	20.17488391
4170	科技县	主干路	69.79035336
4171	10县区	支路	28.73371759
4172	09县区	次干路	48.30604766
4173	10县区	次干路	48.50324706
4174	10县区	支路	24.41234867
4175	科技县	主干路	54.1479523
4176	10县区	支路	24.02228041
4177	11县区	次干路	47.86794765
4178	11县区	主干路	70.85957677
4179	09县区	主干路	69.21766341
4180	10县区	支路	26.87201845
4181	科技县	支路	25.80981178
4182	科技县	主干路	65.93207013
4183	09县区	主干路	52.13959397
